prefix,opcode_hex,status,mnemonic,bytes,t_states,flags
DDCB,EA,UNDOCUMENTED,"SET 5,(IX+d),D",4,23,------
DDCB,EB,UNDOCUMENTED,"SET 5,(IX+d),E",4,23,------
DDCB,EC,UNDOCUMENTED,"SET 5,(IX+d),H",4,23,------
DDCB,ED,UNDOCUMENTED,"SET 5,(IX+d),L",4,23,------
DDCB,EE,VALID,"SET 5,(IX+d)",4,23,------
DDCB,EF,UNDOCUMENTED,"SET 5,(IX+d),A",4,23,------
DDCB,F0,UNDOCUMENTED,"SET 6,(IX+d),B",4,23,------
DDCB,F1,UNDOCUMENTED,"SET 6,(IX+d),C",4,23,------
DDCB,F2,UNDOCUMENTED,"SET 6,(IX+d),D",4,23,------
DDCB,F3,UNDOCUMENTED,"SET 6,(IX+d),E",4,23,------
DDCB,F4,UNDOCUMENTED,"SET 6,(IX+d),H",4,23,------
DDCB,F5,UNDOCUMENTED,"SET 6,(IX+d),L",4,23,------
DDCB,F6,VALID,"SET 6,(IX+d)",4,23,------
DDCB,F7,UNDOCUMENTED,"SET 6,(IX+d),A",4,23,------
DDCB,F8,UNDOCUMENTED,"SET 7,(IX+d),B",4,23,------
DDCB,F9,UNDOCUMENTED,"SET 7,(IX+d),C",4,23,------
DDCB,FA,UNDOCUMENTED,"SET 7,(IX+d),D",4,23,------
DDCB,FB,UNDOCUMENTED,"SET 7,(IX+d),E",4,23,------
DDCB,FC,UNDOCUMENTED,"SET 7,(IX+d),H",4,23,------
DDCB,FD,UNDOCUMENTED,"SET 7,(IX+d),L",4,23,------
DDCB,FE,VALID,"SET 7,(IX+d)",4,23,------
DDCB,FF,UNDOCUMENTED,"SET 7,(IX+d),A",4,23,------
FDCB,00,UNDOCUMENTED,"RLC (IY+d),B",4,23,**0-0*
FDCB,01,UNDOCUMENTED,"RLC (IY+d),C",4,23,**0-0*
FDCB,02,UNDOCUMENTED,"RLC (IY+d),D",4,23,**0-0*
FDCB,03,UNDOCUMENTED,"RLC (IY+d),E",4,23,**0-0*
FDCB,04,UNDOCUMENTED,"RLC (IY+d),H",4,23,**0-0*
FDCB,05,UNDOCUMENTED,"RLC (IY+d),L",4,23,**0-0*
FDCB,06,VALID,"RLC (IY+d)",4,23,**0-0*
FDCB,07,UNDOCUMENTED,"RLC (IY+d),A",4,23,**0-0*
FDCB,08,UNDOCUMENTED,"RRC (IY+d),B",4,23,**0-0*
FDCB,09,UNDOCUMENTED,"RRC (IY+d),C",4,23,**0-0*
FDCB,0A,UNDOCUMENTED,"RRC (IY+d),D",4,23,**0-0*
FDCB,0B,UNDOCUMENTED,"RRC (IY+d),E",4,23,**0-0*
FDCB,0C,UNDOCUMENTED,"RRC (IY+d),H",4,23,**0-0*
FDCB,0D,UNDOCUMENTED,"RRC (IY+d),L",4,23,**0-0*
FDCB,0E,VALID,"RRC (IY+d)",4,23,**0-0*
FDCB,0F,UNDOCUMENTED,"RRC (IY+d),A",4,23,**0-0*
FDCB,10,UNDOCUMENTED,"RL (IY+d),B",4,23,**0-0*
FDCB,11,UNDOCUMENTED,"RL (IY+d),C",4,23,**0-0*
FDCB,12,UNDOCUMENTED,"RL (IY+d),D",4,23,**0-0*
FDCB,13,UNDOCUMENTED,"RL (IY+d),E",4,23,**0-0*
FDCB,14,UNDOCUMENTED,"RL (IY+d),H",4,23,**0-0*
FDCB,15,UNDOCUMENTED,"RL (IY+d),L",4,23,**0-0*
FDCB,16,VALID,"RL (IY+d)",4,23,**0-0*
FDCB,17,UNDOCUMENTED,"RL (IY+d),A",4,23,**0-0*
FDCB,18,UNDOCUMENTED,"RR (IY+d),B",4,23,**0-0*
FDCB,19,UNDOCUMENTED,"RR (IY+d),C",4,23,**0-0*
FDCB,1A,UNDOCUMENTED,"RR (IY+d),D",4,23,**0-0*
FDCB,1B,UNDOCUMENTED,"RR (IY+d),E",4,23,**0-0*
FDCB,1C,UNDOCUMENTED,"RR (IY+d),H",4,23,**0-0*
FDCB,1D,UNDOCUMENTED,"RR (IY+d),L",4,23,**0-0*
FDCB,1E,VALID,"RR (IY+d)",4,23,**0-0*
FDCB,1F,UNDOCUMENTED,"RR (IY+d),A",4,23,**0-0*
FDCB,20,UNDOCUMENTED,"SLA (IY+d),B",4,23,**0-0*
FDCB,21,UNDOCUMENTED,"SLA (IY+d),C",4,23,**0-0*
FDCB,22,UNDOCUMENTED,"SLA (IY+d),D",4,23,**0-0*
FDCB,23,UNDOCUMENTED,"SLA (IY+d),E",4,23,**0-0*
FDCB,24,UNDOCUMENTED,"SLA (IY+d),H",4,23,**0-0*
FDCB,25,UNDOCUMENTED,"SLA (IY+d),L",4,23,**0-0*
FDCB,26,VALID,"SLA (IY+d)",4,23,**0-0*
FDCB,27,UNDOCUMENTED,"SLA (IY+d),A",4,23,**0-0*
FDCB,28,UNDOCUMENTED,"SRA (IY+d),B",4,23,**0-0*
FDCB,29,UNDOCUMENTED,"SRA (IY+d),C",4,23,**0-0*
FDCB,2A,UNDOCUMENTED,"SRA (IY+d),D",4,23,**0-0*
FDCB,2B,UNDOCUMENTED,"SRA (IY+d),E",4,23,**0-0*
FDCB,2C,UNDOCUMENTED,"SRA (IY+d),H",4,23,**0-0*
FDCB,2D,UNDOCUMENTED,"SRA (IY+d),L",4,23,**0-0*
FDCB,2E,VALID,"SRA (IY+d)",4,23,**0-0*
FDCB,2F,UNDOCUMENTED,"SRA (IY+d),A",4,23,**0-0*
FDCB,30,UNDOCUMENTED,"SLL (IY+d),B",4,23,**0-0*
FDCB,31,UNDOCUMENTED,"SLL (IY+d),C",4,23,**0-0*
FDCB,32,UNDOCUMENTED,"SLL (IY+d),D",4,23,**0-0*
FDCB,33,UNDOCUMENTED,"SLL (IY+d),E",4,23,**0-0*
FDCB,34,UNDOCUMENTED,"SLL (IY+d),H",4,23,**0-0*
FDCB,35,UNDOCUMENTED,"SLL (IY+d),L",4,23,**0-0*
FDCB,36,VALID,"SLL (IY+d)",4,23,**0-0*
FDCB,37,UNDOCUMENTED,"SLL (IY+d),A",4,23,**0-0*
FDCB,38,UNDOCUMENTED,"SRL (IY+d),B",4,23,**0-0*
FDCB,39,UNDOCUMENTED,"SRL (IY+d),C",4,23,**0-0*
FDCB,3A,UNDOCUMENTED,"SRL (IY+d),D",4,23,**0-0*
FDCB,3B,UNDOCUMENTED,"SRL (IY+d),E",4,23,**0-0*
FDCB,3C,UNDOCUMENTED,"SRL (IY+d),H",4,23,**0-0*
FDCB,3D,UNDOCUMENTED,"SRL (IY+d),L",4,23,**0-0*
FDCB,3E,VALID,"SRL (IY+d)",4,23,**0-0*
FDCB,3F,UNDOCUMENTED,"SRL (IY+d),A",4,23,**0-0*
FDCB,40,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,41,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,42,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,43,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,44,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,45,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,46,VALID,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,47,UNDOCUMENTED,"BIT 0,(IY+d)",4,20,**1-0-
FDCB,48,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,49,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,4A,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,4B,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,4C,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,4D,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,4E,VALID,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,4F,UNDOCUMENTED,"BIT 1,(IY+d)",4,20,**1-0-
FDCB,50,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,51,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,52,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,53,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,54,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,55,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,56,VALID,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,57,UNDOCUMENTED,"BIT 2,(IY+d)",4,20,**1-0-
FDCB,58,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,59,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,5A,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,5B,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,5C,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,5D,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,5E,VALID,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,5F,UNDOCUMENTED,"BIT 3,(IY+d)",4,20,**1-0-
FDCB,60,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,61,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,62,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,63,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,64,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,65,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,66,VALID,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,67,UNDOCUMENTED,"BIT 4,(IY+d)",4,20,**1-0-
FDCB,68,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,69,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,6A,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,6B,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,6C,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,6D,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,6E,VALID,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,6F,UNDOCUMENTED,"BIT 5,(IY+d)",4,20,**1-0-
FDCB,70,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,71,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,72,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,73,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,74,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,75,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,76,VALID,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,77,UNDOCUMENTED,"BIT 6,(IY+d)",4,20,**1-0-
FDCB,78,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,79,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,7A,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,7B,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,7C,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,7D,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,7E,VALID,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,7F,UNDOCUMENTED,"BIT 7,(IY+d)",4,20,**1-0-
FDCB,80,UNDOCUMENTED,"RES 0,(IY+d),B",4,23,------
FDCB,81,UNDOCUMENTED,"RES 0,(IY+d),C",4,23,------
FDCB,82,UNDOCUMENTED,"RES 0,(IY+d),D",4,23,------
FDCB,83,UNDOCUMENTED,"RES 0,(IY+d),E",4,23,------
FDCB,84,UNDOCUMENTED,"RES 0,(IY+d),H",4,23,------
FDCB,85,UNDOCUMENTED,"RES 0,(IY+d),L",4,23,------
FDCB,86,VALID,"RES 0,(IY+d)",4,23,------
FDCB,87,UNDOCUMENTED,"RES 0,(IY+d),A",4,23,------
FDCB,88,UNDOCUMENTED,"RES 1,(IY+d),B",4,23,------
FDCB,89,UNDOCUMENTED,"RES 1,(IY+d),C",4,23,------
FDCB,8A,UNDOCUMENTED,"RES 1,(IY+d),D",4,23,------
FDCB,8B,UNDOCUMENTED,"RES 1,(IY+d),E",4,23,------
FDCB,8C,UNDOCUMENTED,"RES 1,(IY+d),H",4,23,------
FDCB,8D,UNDOCUMENTED,"RES 1,(IY+d),L",4,23,------
FDCB,8E,VALID,"RES 1,(IY+d)",4,23,------
FDCB,8F,UNDOCUMENTED,"RES 1,(IY+d),A",4,23,------
FDCB,90,UNDOCUMENTED,"RES 2,(IY+d),B",4,23,------
FDCB,91,UNDOCUMENTED,"RES 2,(IY+d),C",4,23,------
FDCB,92,UNDOCUMENTED,"RES 2,(IY+d),D",4,23,------
FDCB,93,UNDOCUMENTED,"RES 2,(IY+d),E",4,23,------
FDCB,94,UNDOCUMENTED,"RES 2,(IY+d),H",4,23,------
FDCB,95,UNDOCUMENTED,"RES 2,(IY+d),L",4,23,------
FDCB,96,VALID,"RES 2,(IY+d)",4,23,------
FDCB,97,UNDOCUMENTED,"RES 2,(IY+d),A",4,23,------
FDCB,98,UNDOCUMENTED,"RES 3,(IY+d),B",4,23,------
FDCB,99,UNDOCUMENTED,"RES 3,(IY+d),C",4,23,------
FDCB,9A,UNDOCUMENTED,"RES 3,(IY+d),D",4,23,------
FDCB,9B,UNDOCUMENTED,"RES 3,(IY+d),E",4,23,------
FDCB,9C,UNDOCUMENTED,"RES 3,(IY+d),H",4,23,------
FDCB,9D,UNDOCUMENTED,"RES 3,(IY+d),L",4,23,------
FDCB,9E,VALID,"RES 3,(IY+d)",4,23,------
FDCB,9F,UNDOCUMENTED,"RES 3,(IY+d),A",4,23,------
FDCB,A0,UNDOCUMENTED,"RES 4,(IY+d),B",4,23,------
FDCB,A1,UNDOCUMENTED,"RES 4,(IY+d),C",4,23,------
FDCB,A2,UNDOCUMENTED,"RES 4,(IY+d),D",4,23,------
FDCB,A3,UNDOCUMENTED,"RES 4,(IY+d),E",4,23,------
FDCB,A4,UNDOCUMENTED,"RES 4,(IY+d),H",4,23,------
FDCB,A5,UNDOCUMENTED,"RES 4,(IY+d),L",4,23,------
FDCB,A6,VALID,"RES 4,(IY+d)",4,23,------
FDCB,A7,UNDOCUMENTED,"RES 4,(IY+d),A",4,23,------
FDCB,A8,UNDOCUMENTED,"RES 5,(IY+d),B",4,23,------
FDCB,A9,UNDOCUMENTED,"RES 5,(IY+d),C",4,23,------
FDCB,AA,UNDOCUMENTED,"RES 5,(IY+d),D",4,23,------
FDCB,AB,UNDOCUMENTED,"RES 5,(IY+d),E",4,23,------
FDCB,AC,UNDOCUMENTED,"RES 5,(IY+d),H",4,23,------
FDCB,AD,UNDOCUMENTED,"RES 5,(IY+d),L",4,23,------
FDCB,AE,VALID,"RES 5,(IY+d)",4,23,------
FDCB,AF,UNDOCUMENTED,"RES 5,(IY+d),A",4,23,------
FDCB,B0,UNDOCUMENTED,"RES 6,(IY+d),B",4,23,------
FDCB,B1,UNDOCUMENTED,"RES 6,(IY+d),C",4,23,------
FDCB,B2,UNDOCUMENTED,"RES 6,(IY+d),D",4,23,------
FDCB,B3,UNDOCUMENTED,"RES 6,(IY+d),E",4,23,------
FDCB,B4,UNDOCUMENTED,"RES 6,(IY+d),H",4,23,------
FDCB,B5,UNDOCUMENTED,"RES 6,(IY+d),L",4,23,------
FDCB,B6,VALID,"RES 6,(IY+d)",4,23,------
FDCB,B7,UNDOCUMENTED,"RES 6,(IY+d),A",4,23,------
FDCB,B8,UNDOCUMENTED,"RES 7,(IY+d),B",4,23,------
FDCB,B9,UNDOCUMENTED,"RES 7,(IY+d),C",4,23,------
FDCB,BA,UNDOCUMENTED,"RES 7,(IY+d),D",4,23,------
FDCB,BB,UNDOCUMENTED,"RES 7,(IY+d),E",4,23,------
FDCB,BC,UNDOCUMENTED,"RES 7,(IY+d),H",4,23,------
FDCB,BD,UNDOCUMENTED,"RES 7,(IY+d),L",4,23,------
FDCB,BE,VALID,"RES 7,(IY+d)",4,23,------
FDCB,BF,UNDOCUMENTED,"RES 7,(IY+d),A",4,23,------
FDCB,C0,UNDOCUMENTED,"SET 0,(IY+d),B",4,23,------
FDCB,C1,UNDOCUMENTED,"SET 0,(IY+d),C",4,23,------
FDCB,C2,UNDOCUMENTED,"SET 0,(IY+d),D",4,23,------
FDCB,C3,UNDOCUMENTED,"SET 0,(IY+d),E",4,23,------
FDCB,C4,UNDOCUMENTED,"SET 0,(IY+d),H",4,23,------
FDCB,C5,UNDOCUMENTED,"SET 0,(IY+d),L",4,23,------
FDCB,C6,VALID,"SET 0,(IY+d)",4,23,------
FDCB,C7,UNDOCUMENTED,"SET 0,(IY+d),A",4,23,------
FDCB,C8,UNDOCUMENTED,"SET 1,(IY+d),B",4,23,------
FDCB,C9,UNDOCUMENTED,"SET 1,(IY+d),C",4,23,------
FDCB,CA,UNDOCUMENTED,"SET 1,(IY+d),D",4,23,------
FDCB,CB,UNDOCUMENTED,"SET 1,(IY+d),E",4,23,------
FDCB,CC,UNDOCUMENTED,"SET 1,(IY+d),H",4,23,------
FDCB,CD,UNDOCUMENTED,"SET 1,(IY+d),L",4,23,------
FDCB,CE,VALID,"SET 1,(IY+d)",4,23,------
FDCB,CF,UNDOCUMENTED,"SET 1,(IY+d),A",4,23,------
FDCB,D0,UNDOCUMENTED,"SET 2,(IY+d),B",4,23,------
FDCB,D1,UNDOCUMENTED,"SET 2,(IY+d),C",4,23,------
FDCB,D2,UNDOCUMENTED,"SET 2,(IY+d),D",4,23,------
FDCB,D3,UNDOCUMENTED,"SET 2,(IY+d),E",4,23,------
FDCB,D4,UNDOCUMENTED,"SET 2,(IY+d),H",4,23,------
FDCB,D5,UNDOCUMENTED,"SET 2,(IY+d),L",4,23,------
FDCB,D6,VALID,"SET 2,(IY+d)",4,23,------
FDCB,D7,UNDOCUMENTED,"SET 2,(IY+d),A",4,23,------
FDCB,D8,UNDOCUMENTED,"SET 3,(IY+d),B",4,23,------
FDCB,D9,UNDOCUMENTED,"SET 3,(IY+d),C",4,23,------
FDCB,DA,UNDOCUMENTED,"SET 3,(IY+d),D",4,23,------
FDCB,DB,UNDOCUMENTED,"SET 3,(IY+d),E",4,23,------
FDCB,DC,UNDOCUMENTED,"SET 3,(IY+d),H",4,23,------
FDCB,DD,UNDOCUMENTED,"SET 3,(IY+d),L",4,23,------
FDCB,DE,VALID,"SET 3,(IY+d)",4,23,------
FDCB,DF,UNDOCUMENTED,"SET 3,(IY+d),A",4,23,------
FDCB,E0,UNDOCUMENTED,"SET 4,(IY+d),B",4,23,------
FDCB,E1,UNDOCUMENTED,"SET 4,(IY+d),C",4,23,------
FDCB,E2,UNDOCUMENTED,"SET 4,(IY+d),D",4,23,------
FDCB,E3,UNDOCUMENTED,"SET 4,(IY+d),E",4,23,------
FDCB,E4,UNDOCUMENTED,"SET 4,(IY+d),H",4,23,------
FDCB,E5,UNDOCUMENTED,"SET 4,(IY+d),L",4,23,------
FDCB,E6,VALID,"SET 4,(IY+d)",4,23,------
FDCB,E7,UNDOCUMENTED,"SET 4,(IY+d),A",4,23,------
FDCB,E8,UNDOCUMENTED,"SET 5,(IY+d),B",4,23,------
FDCB,E9,UNDOCUMENTED,"SET 5,(IY+d),C",4,23,------
FDCB,EA,UNDOCUMENTED,"SET 5,(IY+d),D",4,23,------
FDCB,EB,UNDOCUMENTED,"SET 5,(IY+d),E",4,23,------
FDCB,EC,UNDOCUMENTED,"SET 5,(IY+d),H",4,23,------
FDCB,ED,UNDOCUMENTED,"SET 5,(IY+d),L",4,23,------
FDCB,EE,VALID,"SET 5,(IY+d)",4,23,------
FDCB,EF,UNDOCUMENTED,"SET 5,(IY+d),A",4,23,------
FDCB,F0,UNDOCUMENTED,"SET 6,(IY+d),B",4,23,------
FDCB,F1,UNDOCUMENTED,"SET 6,(IY+d),C",4,23,------
FDCB,F2,UNDOCUMENTED,"SET 6,(IY+d),D",4,23,------
FDCB,F3,UNDOCUMENTED,"SET 6,(IY+d),E",4,23,------
FDCB,F4,UNDOCUMENTED,"SET 6,(IY+d),H",4,23,------
FDCB,F5,UNDOCUMENTED,"SET 6,(IY+d),L",4,23,------
FDCB,F6,VALID,"SET 6,(IY+d)",4,23,------
FDCB,F7,UNDOCUMENTED,"SET 6,(IY+d),A",4,23,------
FDCB,F8,UNDOCUMENTED,"SET 7,(IY+d),B",4,23,------
FDCB,F9,UNDOCUMENTED,"SET 7,(IY+d),C",4,23,------
FDCB,FA,UNDOCUMENTED,"SET 7,(IY+d),D",4,23,------
FDCB,FB,UNDOCUMENTED,"SET 7,(IY+d),E",4,23,------
FDCB,FC,UNDOCUMENTED,"SET 7,(IY+d),H",4,23,------
FDCB,FD,UNDOCUMENTED,"SET 7,(IY+d),L",4,23,------
FDCB,FE,VALID,"SET 7,(IY+d)",4,23,------
FDCB,FF,UNDOCUMENTED,"SET 7,(IY+d),A",4,23,------
